ISIN_BC;Biodiversity;EET Data Set Information;Energy efficiency;Environmental;Fossil fuels;Greenhouse gas emissions;Main criterias used for a first screening of ESG related products;MiFID Sustainability Preference Flag;MiFID/IDD Target Market - Manufacturer angle (from a client perspective);Scoping according to SFDR annex template;Social;Social and employee matters;Waste;Water
IE0008720272_3313;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0009240692_3231;0.0;0.8;0.0;0.0;0.0;0.7619047619047619;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
IE0009407531_3313;0.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.16666666666666666;0.0;0.8;0.0;1.0
IT0000382561_354;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IT0000388204_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IT0000388808_354;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
IT0000388840_282;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0001080404_282;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
IT0001250205_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0001250239_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0001318739_282;1.0;0.8;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IT0001374245_354;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
IT0001374302_354;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
IT0001468047_282;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
IT0004240542_282;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
IT0004253800_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0004253826_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0004791759_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0004812449_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0004812464_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0004812514_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0004812530_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0004814064_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IT0004814510_282;1.0;0.8;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IT0004814577_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0004814643_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005028680_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005028698_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005125049_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005125064_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005125080_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005189128_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005241440_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005241465_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005243263_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005243289_282;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005250243_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005250268_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005250904_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005323131_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
IT0005340952_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005351322_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005351371_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005358046_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005358061_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005362832_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IT0005371080_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005371106_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005381865_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005381907_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005381923_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
IT0005389793_282;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LI0010404585_351;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0017502381_2810;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0022353390_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0028897788_349;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0037862872_511;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0042307384_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0045967341_205;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0047679860_3313;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
LI0123466802_15;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0148578169_205;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0181468138_3313;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
LI0183680391_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0185254757_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0185254765_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0245942557_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0252716753_3313;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
LI0253998061_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0253998095_200;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0292265704_393;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0306626206_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0321177912_200;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0324221725_511;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0324221808_393;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0329781590_3313;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
LI0329781608_3313;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
LI0334507477_205;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0334507485_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0335987173_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LI0336894352_3230;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0336894360_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0336894378_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0339972288_3313;0.0;0.6;0.0;0.0;0.0;0.0;1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0
LI0348132080_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;1.0;1.0
LI0348132148_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;1.0;1.0
LI0348132296_3313;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.5;1.0;0.0;1.0;1.0;1.0;1.0
LI0351138891_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0351138917_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0351138925_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0364737259_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0394750827_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0394750835_3233;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0394750843_3230;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0394750850_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0408681091_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0408681109_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0408681117_3313;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0408681125_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0459812520_2810;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
LI0466183220_2810;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LI0466188294_3235;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LU0012006317_354;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0028445327_354;1.0;0.8;0.0;0.0;0.0;0.7142857142857143;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
LU0028445590_354;1.0;0.8;0.0;0.0;0.0;0.8095238095238095;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0
LU0034955152_431;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.75;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LU0034955236_431;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.75;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LU0040769829_431;1.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.16666666666666666;0.0;1.0;0.0;0.0
LU0044957727_2779;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0044957990_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0044958022_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0047987325_2779;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0048215999_431;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0048388663_13;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.16666666666666666;0.0;1.0;1.0;1.0
LU0048423833_2779;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.5;0.0;1.0;1.0;1.0
LU0048423916_611;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.5;0.0;1.0;1.0;1.0
LU0048424138_17;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.5;0.0;1.0;1.0;1.0
LU0049853897_16;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.16666666666666666;0.0;1.0;1.0;1.0
LU0049910796_354;1.0;0.4;1.0;1.0;1.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.5;1.0;1.0;1.0
LU0049911091_430;1.0;0.4;1.0;1.0;1.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.5;1.0;1.0;1.0
LU0049911844_354;1.0;0.4;1.0;1.0;1.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.5;1.0;1.0;1.0
LU0049912065_354;1.0;0.4;1.0;1.0;1.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.5;1.0;1.0;1.0
LU0050126431_431;1.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.16666666666666666;0.0;1.0;0.0;0.0
LU0050692549_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0050693513_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0050693943_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0051128774_431;1.0;1.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.5;1.0;0.5;0.0;0.8;0.0;0.0
LU0051128931_431;1.0;1.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.5;1.0;0.5;0.0;0.8;0.0;0.0
LU0051129079_431;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0051129152_431;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0052864419_431;1.0;0.6;1.0;1.0;1.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
LU0053671581_2913;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.5;1.0;0.16666666666666666;0.0;0.4;0.0;0.0
LU0053685615_18;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.5;1.0;0.16666666666666666;0.0;0.4;0.0;0.0
LU0054300461_246;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
LU0054403190_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0054548911_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0054846695_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0056052961_16;1.0;0.6;0.0;0.0;0.0;0.8095238095238095;1.0;0.5;1.0;0.5;0.0;1.0;0.0;0.0
LU0056053001_16;1.0;0.6;0.0;0.0;0.0;0.8095238095238095;1.0;0.5;1.0;0.5;0.0;1.0;0.0;0.0
LU0057025933_16;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.75;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LU0057026071_431;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.75;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LU0058720904_15;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0058721035_431;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0060230025_2913;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
LU0061928585_2913;1.0;0.8;1.0;0.0;1.0;1.0;1.0;0.75;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
LU0062903967_431;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.16666666666666666;0.0;1.0;1.0;1.0
LU0062906986_431;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.16666666666666666;0.0;1.0;1.0;1.0
LU0067059799_2913;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0077500055_18;1.0;0.6;0.0;0.0;0.0;0.8095238095238095;1.0;0.5;1.0;0.5;1.0;1.0;0.0;0.0
LU0094967261_708;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0094967691_3235;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LU0095053426_2913;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
NL0000215366_2732;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NL0000286441_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NL0000289627_3313;1.0;0.6;0.0;0.0;0.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0000289858_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0000292225_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0000293348_2732;1.0;0.6;0.0;0.0;0.0;0.8571428571428571;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0000442101_3230;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NL0001130481_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0001130499_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0006089229_3313;1.0;0.6;0.0;0.0;0.0;0.8571428571428571;1.0;0.75;1.0;0.6666666666666666;0.0;0.8;0.0;0.0
NL0006294092_3313;1.0;0.2;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;0.8;1.0;1.0
NL0006294167_3313;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0
NL0006311771_3313;1.0;1.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.5;1.0;0.5;0.0;0.8;0.0;0.0
NL0006311797_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0006311813_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0006311839_3230;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0006311847_3230;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0009272764_2913;1.0;0.8;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.6;1.0;1.0
NL0009272772_2913;1.0;0.8;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.6;1.0;1.0
NL0009272780_2913;1.0;0.8;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.6;1.0;1.0
NL0009676899_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009676907_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009676915_2020;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009676923_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009676931_2021;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009676949_2020;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0009690239_2913;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
NL0009690247_2913;0.0;0.8;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;1.0;1.0
NL0009864487_3230;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
NL0010066197_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066205_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066213_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066221_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066239_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066247_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066254_3313;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066262_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010066270_2020;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.3333333333333333;0.0;0.0;0.0;0.0
NL0010290540_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0010290557_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0010290565_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0010408704_2913;1.0;0.8;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.4;1.0;1.0
NL0010489316_3230;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NL0010489373_3313;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0
NL0010583415_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
NL0010610309_487;1.0;0.6;0.0;0.0;0.0;0.3333333333333333;1.0;0.25;1.0;0.0;0.5;0.4;0.0;0.0
NL0010621934_3313;1.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
NL0010731816_2913;1.0;0.8;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.4;1.0;1.0
NO0010102866_337;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.5;0.0;0.8;0.0;0.0
NO0010827306_337;1.0;0.6;0.0;0.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.5;0.0;0.8;0.0;0.0
NO0010827819_664;0.0;0.2;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;1.0;0.8;0.0;0.0
