ISIN_BC;Biodiversity;EET Data Set Information;Energy efficiency;Environmental;Fossil fuels;Greenhouse gas emissions;Main criterias used for a first screening of ESG related products;MiFID Sustainability Preference Flag;MiFID/IDD Target Market - Manufacturer angle (from a client perspective);Scoping according to SFDR annex template;Social;Social and employee matters;Waste;Water
ES0159259011_3230;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
ES0159259029_3230;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
ES0173829005_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0173829013_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0173829021_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0173829039_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0173856032_3230;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ES0174403008_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174403016_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174403024_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174403032_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174403040_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174403057_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174434003_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174434011_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174434037_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436008_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436016_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436024_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436032_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436040_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0174436057_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
ES0182543035_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
FR0000095465_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0000096695_3313;1.0;0.8;0.0;1.0;1.0;0.14285714285714285;1.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0
FR0000097156_3313;1.0;0.4;0.0;1.0;0.0;0.47619047619047616;1.0;0.5;1.0;0.16666666666666666;0.0;0.6;1.0;1.0
FR0000097560_3313;1.0;0.8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.16666666666666666;0.5;0.8;1.0;1.0
FR0000098683_245;0.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.25;1.0;0.0;0.0;0.6;0.0;0.0
FR0000099939_3230;1.0;0.4;0.0;1.0;0.0;0.47619047619047616;1.0;0.5;1.0;0.16666666666666666;0.0;0.6;1.0;1.0
FR0000281966_3230;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0000288185_3230;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
FR0000290124_3313;1.0;0.4;0.0;1.0;0.0;0.47619047619047616;1.0;0.5;1.0;0.16666666666666666;0.0;0.6;1.0;1.0
FR0000290926_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0000291239_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
FR0000291528_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0000293698_3230;1.0;0.8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.16666666666666666;0.5;0.8;1.0;1.0
FR0000293714_3230;1.0;0.8;0.0;1.0;0.0;1.0;1.0;0.25;1.0;0.0;1.0;1.0;1.0;1.0
FR0000296436_3230;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
FR0000299240_3230;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.0;1.0;0.0;1.0;0.6;0.0;0.0
FR0000299364_643;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0000299620_3313;1.0;0.2;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.16666666666666666;1.0;1.0;1.0;1.0
FR0000431538_245;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
FR0007028907_3313;0.0;1.0;0.0;0.0;0.0;0.23809523809523808;1.0;1.0;1.0;0.6666666666666666;1.0;0.6;0.0;0.0
FR0007030663_643;0.0;0.4;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0
FR0007368865_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FR0007371810_3230;1.0;0.8;0.0;1.0;0.0;1.0;1.0;0.5;1.0;0.16666666666666666;1.0;1.0;1.0;1.0
FR0007371877_3230;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FR0007374145_3230;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;0.0;1.0;1.0;1.0
FR0007381983_3230;1.0;0.8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.16666666666666666;0.5;0.8;1.0;1.0
FR0007385000_3230;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007390075_3313;0.0;0.4;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0
FR0007453477_354;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FR0007462833_3313;1.0;0.8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.16666666666666666;0.5;0.8;1.0;1.0
FR0007465075_3230;1.0;0.8;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.16666666666666666;0.5;0.8;1.0;1.0
FR0007465083_3230;1.0;0.8;0.0;1.0;0.0;1.0;1.0;0.5;1.0;0.16666666666666666;1.0;1.0;1.0;1.0
FR0007473798_3313;0.0;0.4;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0
FR0007474648_3230;1.0;0.8;0.0;1.0;0.0;0.5714285714285714;1.0;0.25;1.0;0.0;1.0;0.6;0.0;0.0
FR0007475843_354;1.0;0.8;0.0;0.0;0.0;0.7619047619047619;1.0;0.5;1.0;0.3333333333333333;0.0;1.0;0.0;0.0
FR0007476734_3313;0.0;0.8;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.5;0.0;0.6;1.0;1.0
FR0007477047_3230;0.0;1.0;0.0;0.0;0.0;0.047619047619047616;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
FR0007478052_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007478060_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007479365_3313;1.0;0.8;0.0;1.0;0.0;1.0;1.0;0.5;1.0;0.16666666666666666;1.0;1.0;1.0;1.0
FR0007481817_3230;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;0.3333333333333333;1.0;1.0;1.0;1.0
FR0007485230_3313;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FR0007485263_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007485719_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FR0007488671_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007488689_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
FR0007492665_9760;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.16666666666666666;1.0;0.6;0.0;0.0
FR0007492681_3230;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
FR0007493051_9760;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.0;1.0;0.0;1.0;0.6;0.0;0.0
GB0000799923_2605;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
GB0000804335_2605;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
GB0003692174_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0003717179_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0005494629_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0005497416_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030926736_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030926843_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030927700_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030927817_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030932346_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030932452_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030932676_205;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030932783_205;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030937840_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030938038_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030938368_3232;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030938475_2914;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030939440_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0030939556_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031107021_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031107468_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031107807_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031108433_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031110397_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031110843_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031110959_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031111361_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031111478_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031111700_3232;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031111817_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031285678_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031285785_3232;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031286080_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031286197_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031288912_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031289092_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031289100_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031289217_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031289324_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031289431_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031616708_9760;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031616815_2914;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031957102_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031957219_3232;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031958621_3232;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031958738_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031960478_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031960585_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031960692_3313;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0031960700_697;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GB0033521955_2605;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
GG00B1YMBS31_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GG00B52MXV06_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B52VG522_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B57GCT81_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B58LGT06_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B5SNRY87_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B5TDGJ56_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00B76V9426_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GG00B76V9533_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GG00BFWK7H85_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM0Y54_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1312_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1429_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1536_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1643_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1759_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1866_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1973_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1B92_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1C00_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BGGM1F31_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BLG33V10_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BLG33W27_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BLG33X34_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BLG33Y41_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BMD24M63_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BQB32251_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BSS86034_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GG00BSS86364_3129;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GG00BWFGQ647_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
GG00BWFGQ753_246;0.0;0.2;0.0;0.0;1.0;0.09523809523809523;1.0;0.25;1.0;0.0;0.0;0.2;0.0;0.0
IE0000829238_2913;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0000829451_18;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0000829568_14;1.0;0.4;0.0;1.0;0.0;0.23809523809523808;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0
IE0000830236_17;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0000838304_14;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0000931182_2779;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0001534761_2785;0.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.16666666666666666;0.0;0.8;0.0;1.0
IE0002458671_2605;1.0;0.6;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0
IE0003763251_2785;0.0;0.6;0.0;0.0;0.0;0.47619047619047616;1.0;0.0;1.0;0.16666666666666666;0.0;0.8;0.0;1.0
IE0004314401_205;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0004324657_3231;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0004328963_3313;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0004329151_3313;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0004329268_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0004329375_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0004329607_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0004334029_13;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.16666666666666666;1.0;0.6;0.0;0.0
IE0004345025_18;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0004347849_431;1.0;0.4;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
IE0004354209_15;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.16666666666666666;1.0;0.6;0.0;0.0
IE0004850503_205;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0004851352_14;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0004866665_18;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0004866889_2913;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0004866996_2605;1.0;0.4;0.0;1.0;0.0;0.23809523809523808;1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0
IE0004868828_2779;0.0;0.4;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.4;0.0;0.0
IE0004904748_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0005060367_2779;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;1.0;0.25;1.0;0.0;0.0;0.8;0.0;0.0
IE0005324847_354;1.0;0.4;0.0;0.0;0.0;1.0;1.0;0.25;1.0;0.0;0.0;1.0;1.0;1.0
IE0008004719_3313;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0008005567_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0008040424_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0008042461_3059;1.0;0.6;1.0;1.0;1.0;0.8095238095238095;1.0;0.0;1.0;0.0;0.5;1.0;1.0;1.0
IE0008365516_18;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0008366589_2720;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.16666666666666666;1.0;0.6;0.0;0.0
IE0008366704_2608;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0008366928_2608;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.5;1.0;0.6;0.0;0.0
IE0008367009_9760;1.0;0.6;0.0;1.0;0.0;0.6190476190476191;1.0;0.25;1.0;0.16666666666666666;1.0;0.6;0.0;0.0
IE0008553855_3231;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0008554044_3231;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0008554267_3231;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0008643037_3230;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0008643250_3230;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
IE0008707428_2720;0.0;0.8;0.0;0.0;0.0;0.047619047619047616;1.0;0.5;1.0;0.5;0.0;0.4;0.0;0.0
